"I am hanging myself over a door in my house later today. I have hurt a lot of people in the brief span of my addiction-riddled life, and I cannot stand to see another dayrise alive. I don't even want to waste time feeling sorry for myself. I simply don't deserve the happiness that people get from little things; or if I pursue the YOLO ""little things"" someone comes along and beats me with, ""What about the big things?"" And all I really wanted was people. Real people, someone to have a beer with and no judgment. Love, hugs, handshakes, affection. Regular sleep, healthy medicine, decent food, and meaningful work. School, too - I wanted to succeed not take over the fucking world. Just to have a job and a woman of my own. And respect from people. I can't even live respectably. I'm a homeless guy in his own apartment. My parents won't take me back, and I dont even know if college is in my plans anymore. This block of shitty text, some failed distance relationships, porn and poetry, cigarettes and random Netflix slop at 3AM is all I have. I have no fight, no compass, no council, and people always come at me with the fabled, ""You have to want it."" - Like, like not having ""it"" means automatically that it's because you lacked the desire for it., that it's now your fault you're lonely, that you have to watch another Mechwarrior sunrise bald as a PC game, loaded with caffeinated shakes and the desire to be held by - by - well, who's there to actually rescue me? No one. The prince in distress is a shitty ass hell, because society has denounced that men need rescuing, and castigates men who do. Fuck - that - . and, yeah man. Goodbye.
",-3
"My friend is at the 5th suicide attempt ,and just gotten out of the hospital the 4th time last week. She only tells me she wants to die, after she takes about 50-70 pills of antidepressants and benzodiazepines so I could call for an ambulance. Ironically, she is heavy on medocations , the same she uses for suicide attempts. She has no family, I live in another city, she doesn't want to move with me and I have school and work in my city so I can't move with her. She is diagnosed with borderline personality disorder and bipolar disorder. I literally have no clue how to help her anymore. I talk and visit her as much as I can, give her advices of she wants some, try to keep her occupied with all sorts of activities. If anything works, it's only for awhile. After that, it gets worse. The medication is destroying her. All her hair falls, the medical checking is very bad, is dizzy and on the verge of fainting all the time, hallucinates sometimes and all sorts of other things. She has a psychiatrist and psychologist she goes to, but everytime, they only give her more medication and are making her feel bad for wanting to die. She already changed 4 psychiatrists. She wants to die because she can't stands a rejection from someone she loves. Today she texted me again, telling me she wants to overdose again. I don't know what to do anymore. Has anyone have any advice on how to help her?
",-3
"Im a student. Struggeling in life for the past decade. I have noone to talk to. My grades are going to hell. I've lost contact with all of my friends. I have nothing but debt. It's not ""im not sure if I will be able to deal with this."". It's ""i'm sure Im going to kill myself if this continue."".
",-3
"I am thinking about suicide. Honestly wondering if shooting myself in the head would do the trick. I read online that only 85% of suicide by gun result in death. Also it look scary with all the blood coming out and stuff. I am so done with life. I was born into poverty (low income) family. I hate my life. Why did my mom gave birth to me when she was 16 and still in high school? I rather be aborted then to come to this world. I was told all my life that going to college majoring in STEM is the way out of poverty. That gave me hope. Now after getting my master degree in engineering I finally realized it was all LIES. After graduation I went from one unpaid internship to another unpaid internship as my student is becoming bigger and bigger. I am really done with life. I will never be become an engineer. I will never be able to pay back my student load. I will never get out of poverty. I hate my mom for giving birth to me when she was not ready for me. To all those teen out there: abortion is the right choice for you and the kid. Don't have kids come to this world to suffer!
",-3
"I've made countless posts, all of which nobody cared enough to view.
I've tried talking to my few online friends, all of which doesn't work since we're so far apart.
I have no loving parents, they all love the image i fabricate everyday. Not the real me.
I cannot describe just how much i fucking HATE life. Whoever made me exist should deserve to be shot or tortured.
I would've been happier had I been aborted, or a miscarriage, not having to deal with the bullshit prison cell I was thrown into.
I cannot muster any courage to end my life because of the bullshit fear of death life gave me. It's surprising just how much people would gladly end their life if the fear of death went away. Because life is fucking shit.
I have nobody to rescue me, and I only live to make other people happy. Like i'm some sort of pet.
Hell is a seperation of god. A place full of torture. Weird how similar that is to life, right?
I like how suicide is just some taboo thing. People are forced to fucking suffer all day everyday because mental health isn't valid enough to bring you peace and comfort in the void, the place you were so terribly robbed from.",-3
"From my early childhood I've experienced sexual, physical and psychological abuse. With no justice no arrests and complete denial it ever even happened. I was cut out of both sides of my family for either racial reasons or went to the police for what I was going through. Both sides of my family called me a half child, a half human, a half demon or an abomination. This continued not from my family during my childhood but continued to my adult life from ""friends"" to strangers etc. My entire reason for living, my drive to succeed was my mom who died in 2008 a week after my 16th birthday. Her final message was to take care of my younger sister. I became the punching bag and protected her from all abuse. I had received a new goal, help my younger sister the only thing my mother left me. Recently she basically said fuck you she wants nothing to do with me and cutting me out of her life. I have no job, car, a lot of debt including student loans medical bills, medical health disorders and no support system. I see no point in living anymore. * I have been seeing a psychiatrist for years been on medication and received trauma therapy for years with no avail. Please no religious comments. I have no purpose and want to die.
",-3
"I think I was meant to die. I don’t really believe much of us having free will, any control over our lives anymore. I could work really hard, do all the right things for years and yet, I’m still stuck. Still denied what I want. Hard work doesn’t get you anything. I see people around me getting everything I worked for out of luck, out of thin air it would seem.

I think life is going to get better every couple of years, I set milestones, and then nothing happens. I’m still stuck. No job, no way to move out, no one who will put me first. I’m pretty unlovable. I try and I fail for no reason. On paper I look fucking great, I’ve learnt to be self confident now because why the fuck not, but I’m the end there is just something fundamentally wrong with me. Don’t ask me what it is.

I’m not really sure how to start saying goodbye. I used to cry and get rowdy and upset when I thought about suicide, now I think about it every day without little care. I’m fine writing about it. I feel nothing. I’ll be sitting in class and thinking about it, eating my lunch and thinking about it. It’s my fate, I guess.

Don’t know when I’ll do it. Not sure how. It’s been already decided for me. I just know it will be soon.
",-3
"Anyone know of a quick way to kill myself? I've heard about heart attacks and giving yourself one, but I don't think I'm strong enough to do that. I've been thinking about trying to hire someone to do it for me, but I'm sure that'd be rather difficult to find nowadays. Anyway, let me know if you come up with anything. I want something relatively bloodless but sure-fire way to die regardless. Thank you.
",-3
"Can somebody give me advice on puncturing my carotid artery on the left side of my neck how deep is it and would it be something I could achieve easily.. Please dont respond with the whole life is worth living bla bla bla I need to die there is no help. Only people who know what a lifetime of pain is like will understand. You see you get to a point where you realise you can either suffer forever or just end it.?
",-3
"I've got my note, I've got my plan and tonight looks like a good night. I've tried reaching out but I can't see a way out but this. I just want to thank everyone who's tried to help but I just can't be saved. Sorry
",-3
"I made the decision to stay up all night, drunk loads of coffee, now I am just angry at the place i'm in my life. I can't stomach my community I could never, I haven't got a normal one, I always struggle with eating disorders and kept it too myself, I tried to talk to the doctor but it wasn't a normal eating disorder. It all made me withdrawn and times just get too overwhelming, i'm so angry at my self, I hate the things in my life. I hate the lack of control I have, I hate that it feels like I have no autonomy because I get crippled, avoiding with how people judge me. I had plans on Saturday, first time in a very long time and they got cancelled, i'm struggling to stomach the loneliness and having to hide because the people I am surrounded with have no emotional intelligence I could never open up to them I tired before and they just used it to stab me in the back and make me fall deeper into a hole of being withdrawn and self-hatred, i'm fucking useless. Its frustrating being a man because its too hard to deal with my temper if I ever open up to anyone anyway, my family just tears me down, its pointless I'm going to do it
",-3
"Hi.

My name is SixtyOneDays. It's not my real name of course. It's my reddit username, and it's based on how many days I have left before I attempt to kill myself.

Attempt, because it will be my first time doing it. And I don't know if I have the guts to do it anyway.

I made this decision last year. A lot of things happened, and I think my mind and body had had enough. It's funny what loneliness do to you. Personally I knew what I needed. I needed support. I need someone to love me. As nauseating as it sounds. But humans really do need to live in a community. And I was alone for a long, long time. 19 years to be exact. And today that 19 years of loneliness is killing my will to live. Now I'm at my breaking point, and I know that death will give me the peace that I needed.

But death is not coming easy to me it seems.

Life is cruel. At the time when my depression was reaching its breaking point, Life gave me what I needed. At least it showed me what I needed. Then Life took it away from me, and I couldn't do anything to get it back.

Then I thought, okay, then let me go. Let me kill myself. You couldn't give me what I need in life. Then let me die. I need it. But no.

I had sorted things out nicely for my exit. I had written my will so my mother could have access to my money, I had settled most of my debts except mortgage which would take me so many years. I knew how to kill myself. But Life wouldn't let me go the easy way.

I just settled my finances a week ago. And right after that, my mom fell sick. High blood pressure. Symptoms of stroke. My sisters brought her to three doctors. They all said the same thing.

My mom is dependent on me. Before this she was fine and healthy, so I thought even if I left, she could survive. But now, I'm not sure.

And I don't know why Life did that to me.

I don't know what Life wants me to do.

Stay behind and take care of my mom, at least until she pass away? I could. But I would suffer every night. I have been cutting myself since last year. Most nights I cry myself to sleep. I don't have anyone to talk to. Anyone with depression would know how painful it is.

And I wonder why Life wants me to suffer in silent. Why Life wants me to hurt and take care of others so they wouldn't hurt. I don't know why.

I don't understand.

I need it. I need to die.

And I read about this right to die organisation, who provides euthanasia for those who are physically suffering. But not for someone like me.

I read in Reddit threads how a lot of people feel people like me who are mentally suffering should not have access to euthanasia because they are physically well.

And I always think, how lucky you are to feel that way.

You're lucky if you've never had this prolonged urge to die. I've been there before and I am still here. It's not something I would wish on anyone.

But why can't I choose to die in peace. At least with certified physicians, I would be able to go away peacefully. I wouldn't have to worry about things going wrong if I did it myself.

Life is not fair. I know.

I don't know why I'm writing this.

I guess I just want people to know how I feel inside.
",-3
"Being dead seems cozy, warm and nice to me. No feelings and no coldness, no hotness, no sad. Just a comforting nothingness, forever. It seems so cozy and nice, just like sleeping is cozy and nice. Just a nice warm sleep forever
",-3
"I am a privileged person and I pretty much have everything that I would need or want. No one thinks that I have a reason to be depressed because I don’t have the struggles that other people have. But even if I have everything, I can’t help but feel so sad and suicidal because my future looks so bleak.

It’s hard for me to be motivated to do anything and I’ve been putting off so many things that should have been done a long time ago. I’ve started ignoring a lot of my friends and burning relationships that actually matter to me. I am wasting most of my days on the internet or Netflix and ignoring all of my responsibilities.

I just don’t feel like going on and I don’t see why I have to keep living. My friend died over a year ago and it’s made my depression so much worse and honestly I don’t want to be alive without her. I know that I’ll have happy moments in life too, but I get so many periods where I am anxious and depressed that I would give up that happiness if it meant I’d never feel anxious/depressed again.

I just don’t see how I can truly be happy in the future and I feel nauseous and anxious just thinking about my life. I don’t have intent right now, but I feel stuck because I also don’t want to live.
",-3
"I have made up my mind to commit suicide. I already feel like a ghost around my family. In all my interactions with my family members, I already feel like I'm not there anymore. All I can think about is how badly I'm going to devastate them in a few years, how I'm going to completely, irreversibly change their lives. I already feel like I'm a memory, a face they'll only be able to see in pictures, someone they'll grow older than while I stay the same age forever. It's a very disconnected feeling.
",-3
